A mu sigma m b NIV_flux
7.860640136540438 1496.0972430514175 5.080448594506594 -0.003565065213017825 5.667401412865235 100.10364931343979
3.161920845640348 1495.9913972113327 14.50982191051823 -0.002301327930799484 5.412176226479315 115.00136891790797
2.230844943001266 1495.311707962791 12.729463517203104 -0.0007321472453292409 5.473371845157244 71.1818744453381
2.6233394405208754 1494.0271227075602 9.77132658812297 -0.003671474226513259 5.880765567253453 64.25367198242246
2.2518126375159215 1493.5656336852405 10.329024037710443 -0.0021982205900421435 5.868047170540905 58.301734370991916
2.3555135703215013 1495.10438780042 15.322120193700052 0.0004776198920611978 5.235828326114581 90.46787922814502
1.8435838191803375 1496.122577210064 12.667066675541435 -0.0005483733184397425 5.4881034864217275 58.53678666499845
3.8645181664428834 1495.1954615332288 5.247508874031916 -0.0026755202792006767 5.680818660965308 50.83214883080553
11.782619299420762 1496.494811088476 3.363287705318596 -0.0026078293919681262 5.7384836678853715 99.33351407706331
3.1532573760594094 1496.2357423895928 7.299805367192013 -0.0031497345118472325 5.786356529826828 57.69798351464383
4.308000234105665 1495.4587420943624 5.126867601070124 -0.0004649797563964471 5.604478237896206 55.36276276210789
2.6727391977762647 1494.4216423637313 11.67741484047279 -0.0020270622148397537 5.641528403589253 78.2335839195093
4.072024768077445 1496.3562070296175 9.600153888936479 -0.0018919437364750234 5.298268915190786 97.98927397158367
2.8360162160221813 1491.2435401774335 12.607114062423307 -0.003114412490856808 5.852865190541939 89.62193699373402
2.047829349661254 1490.2026814013805 16.16469290816087 -0.00014254810259134746 5.563524044756862 82.97574409080877
4.510796336523067 1495.9872898121412 4.059276522557011 -0.0030967611739907155 5.601953701708839 45.89779165161282
4.1642918948092635 1495.248142026978 8.055391866941575 -0.0020068959824524482 5.322040008317879 84.08485314532932
2.6222215938960636 1495.412849301504 10.46588729033116 -0.0023731475054049834 5.696984998223288 68.79159467473222
2.024781598539034 1495.667894397573 13.648161522778057 -0.0013222163106418605 5.450524901653941 69.26953512523775
2.479761027571441 1496.270151445551 15.692567117362064 -0.0008828592988765292 5.328615873057629 97.5424723622345
8.292999809682572 1495.8971352460067 4.0872051113237875 -0.0020555427671621893 5.590995255528984 84.96264466186693
2.4898402058441915 1492.8732882641139 56.45221206046064 0.0017841072934751626 4.587596684645552 352.3241185555535
2.308150872876918 1494.234786255141 10.90909853701896 -0.00033683715783774395 5.62091217370419 63.11651220618578
2.5103537763166526 1494.427990389005 11.718138451632683 -0.0003196255861609231 5.573954816681571 73.73666457177005
1.4647824955382829 1493.2030299248675 12.135893496366544 -0.0001083175220132058 5.5907741985237855 44.5589380581752
4.112373399671516 1495.3049314354746 6.210120596171397 -0.0003681684226149863 5.740717820598498 64.0151119674498
9.059588543833437 1496.195196177368 4.030899222120242 -0.002468426971490582 5.924897694388691 91.53777427983165
3.1978943448233093 1495.9992906119094 7.708283530768101 -0.0019905488569745508 5.600365940585204 61.78907957946649
15.290890656502505 1496.1317077836202 3.9027051005927786 -0.002338907758351091 5.463458158923633 149.58514023053766
3.7825093728134083 1493.6763955094082 10.551498974907709 0.0005353056227740817 5.436223923278538 100.04240144629239
5.597270459435821 1494.8988527472363 5.681566858170143 -0.0025854483997477026 5.532450746812495 79.71395337326878
2.4786736019066424 1493.5132463804591 12.919094688596338 -0.00012379662768775617 5.658625044639448 80.26779947448522
8.312959967713967 1495.985039826257 4.603475873870563 -0.0030073011245207145 5.697719674929293 95.9249308278773
3.361784425671607 1495.5456434923658 13.508684677387325 -0.001543963923266098 5.4093994869351985 113.83422612928517
2.4050200057818794 1496.0704561140808 12.522186563535927 -0.0010108877515300622 5.484826691742935 75.48989084619669
2.585335518329348 1494.3512743674871 8.81583348778057 -0.0025292611894298872 5.7320617457677 57.130789488399756
3.093208128289591 1492.923624172062 10.541391199824695 -0.002475730519869867 5.772846198415474 81.73291863165731
3.210083103631606 1494.8090137827885 12.593269444604156 -0.00012131814371299076 5.400179750760537 101.33155458711015
2.984210492040986 1495.9691751088685 10.429157088312481 -0.0011306829141113247 5.46185999127325 78.01329048094036
5.99809927884033 1494.851427753174 5.2158714311621575 -0.001866780310450717 5.492724458335564 78.42065433199258
13.981607006991624 1496.383957582859 3.346815621794966 -0.0027632488093940603 5.599758277025358 117.29481443208164
3.0748030390277887 1495.4887379215959 8.671455797826745 -0.002688750322304537 5.745290890520392 66.83427640991911
4.032917853180747 1495.313270188187 6.34753253222719 -0.00011557028391864831 5.513041195270813 64.16737089662631
2.600078708795183 1492.7540538775675 14.877157267976122 -0.0031519377661460447 5.659187003568859 96.96084310978262
5.038525717742257 1496.4109386069504 5.533761496803725 -0.0020885340533182395 5.368774095663079 69.88980859446986
1.258269989976165 1487.5716410520295 17.296055128204657 -0.0025785318643807694 5.79304807656327 54.552019632750635
3.02463797239232 1492.990534720392 10.28792853816859 -0.000432089632595936 5.5154656967064115 77.99940202500426
5.024261142032192 1493.3189323307477 6.829312120730673 -0.0029209792693882753 5.816975195291791 86.00804978722772
5.430300208020669 1495.629261041679 6.036752815128358 -0.002307782855645503 5.238656653066367 82.17073415927452
1.9529520641448714 1494.6848449641184 13.221310319243806 -0.0012801678227393131 5.633502252001606 64.72260912702787
2.818011044175563 1496.3453840558955 7.86851866983949 -0.003577069089707525 5.584630486018808 55.5809038104392
2.7450895309802865 1496.0911371930629 16.31450933889102 -0.0018800274103189208 5.293385819913434 112.25881785256128
9.862571694120339 1495.9125034889748 4.247714259316066 -0.0028756575510222185 5.701954356582203 105.01114691701031
2.275816840405972 1491.9283922370846 71.18602838084304 0.002925071759633233 4.281467149295207 406.08972813741974
2.3692355297707217 1494.6766575255579 12.637289964163205 0.0010007614003703122 5.514596127719546 75.05024624861224
3.200237029890093 1492.6323363217746 12.845283140766718 0.0003222013251178344 5.393487247993718 103.04235170345945
3.617590868656877 1493.462156435818 8.72040503683916 0.00020358464391390162 5.630955551286171 79.07624531677864
10.802556483542173 1496.1438457901297 3.248384385167843 -0.0011101866284002895 5.5984386537761734 87.95973133186615
10.2907804332591 1496.366266250047 4.048750901819966 -0.002321272492086861 5.988098797519423 104.43818217929707
2.9208404356555544 1495.6395570120387 8.425386830561223 -0.002140084378505225 5.533400871019379 61.68614295777368
17.829398354775588 1496.189985984784 3.3179927501418023 -0.0030352018938020423 5.357016420474117 148.2866504422857
3.104223002487258 1494.934708188927 12.174771400265037 -0.0010166239855356565 5.477989804007548 94.73351732159749
2.0020265233926855 1493.2371307812025 7.14513703775427 -0.0014430142958652384 5.491238699248298 35.856700494280624
2.227342096197741 1493.3312976556929 11.696006351222389 -0.0006959796796406625 5.639681040557153 65.30019148950603
10.209472981244318 1495.8938339349859 3.6647160774945435 -0.002268264915204217 5.6945343362312855 93.78504514353259
2.914109866818025 1496.1582833497698 13.65041614284905 -0.0021326064288005203 5.397755771204138 99.71069581299162
2.4782453532040285 1496.092146962234 12.459432550420043 0.0001916602285862725 5.248127688113018 77.39849180830672
3.2163390543153114 1495.3941138425753 9.690415560044384 -0.0024990797396494684 5.663745713223071 78.12574286925242
2.6182295644879936 1493.68186358253 12.946728136262124 -0.0038237347425590616 5.809211852965893 84.96844790589986
3.0655688487036157 1494.0580297739812 13.047112440932356 -0.0009671855648264553 5.273910721395842 100.25716357817255
2.569068874144478 1496.2465806929952 8.837051647419361 -0.0011574011926904007 5.682319306694884 56.90796749782335
5.439700759193361 1494.243036236655 4.71342503901563 -0.0019198917449956968 5.486456885545241 64.26900086231682
13.27954933233508 1496.2873863649422 3.6339640781154077 -0.0026721611383383956 5.584837252497689 120.96337645312616
4.540697868229026 1496.1337077670523 5.705426389252425 -0.0052059800284595 5.877210255817955 64.93825978271286
