A mu sigma m b halpha_flux
3.660649066774596 6567.181586803518 31.14871960764511 0.0013995730543060348 -0.5180647898560615 285.8171143159188
5.8040820007140095 6559.206675416895 29.7238418119103 0.0014226121218273435 -0.32569215682488833 432.44254552057623
2.73183721360313 6571.247181660261 21.38763596379311 0.0007927562538238727 0.26085544257409754 146.45612337226925
4.797370598763614 6560.927628024435 30.171806055648542 0.0005622892235858745 -0.3101887447584143 362.8227500412274
2.3384204891141844 6563.116373649127 44.25041679457567 0.0005581593032781937 0.20615623340041056 259.37607109518734
3.7032084488316808 6570.112376969723 33.45640812594417 0.00023360291859638132 0.008513790827263168 310.5613501654622
3.1468453191986336 6569.256789496167 26.49376549788887 -0.0006982284114737058 -0.13191450052306947 208.98206592965178
5.6696341287359315 6573.530117767675 19.639107263442924 0.0018180806698233519 0.22572747046470903 279.1044175279694
3.2861032506211196 6560.82228657718 23.63260240437848 -0.0012980414545231973 -0.07120684785248838 194.66267527102076
5.956044865571253 6570.748336444966 16.835553428244932 0.0005180288927250976 0.015875534459363738 251.34791793552054
3.1741305128050454 6561.551100676956 41.0494487970645 -0.001717827671507631 -0.8142725774244576 326.6044096140452
3.830224930791218 6568.418957828244 26.356356721957187 0.0003964963322766996 0.2053136671642204 253.04606596143722
2.9058822342713553 6565.12462212676 34.23207096559933 -0.00027785416543364856 -0.08693760249682025 249.34526057542968
5.156178061855525 6565.97316931613 25.180239423861718 -0.0021526733008861362 -0.2685099081212677 325.44506934421963
6.743290192667919 6571.454384870712 17.862688218451986 -0.000730128651500434 -0.46929543019385744 301.93162318360146
5.445762447570527 6563.94433958062 22.555533636075936 -0.0008543833752284477 0.26661333745891175 307.8943598975204
2.3128974619210902 6569.484977000898 24.884149379237865 -3.880149394855023e-05 0.04426537506676148 144.26770179232633
2.869886614647707 6573.245437079638 40.01803214131813 -0.0009150309140642803 -0.40991483045520893 287.8792758474897
5.262184594429044 6570.080442848934 23.570131403071564 -0.0006527100910948172 -0.23794215176236663 310.8980633316348
4.739420465873792 6570.930854507507 26.218143055417684 -0.001138319400264415 -0.24111404616947035 311.4706309118675
3.881399930622768 6570.5521300814835 24.445051214842834 0.0009056814952372897 -0.08662914526622348 237.83144768182422
3.4574884967050017 6557.484086756043 21.356250473408146 -0.0013622822989829298 -0.07098269786558728 185.08690096787802
3.5682656151704095 6570.485660360912 30.693091736618527 -0.00019583041538425567 -0.2411983634604475 274.52869562193837
3.874012421270967 6571.158274973813 34.82722352867644 -0.0020162590670561955 -0.5820574765329826 338.1970354526215
4.779405401070674 6555.956877943322 26.71450919368782 -0.0006114658278077573 -0.06424154707243214 320.0449684069265
3.8240641670409627 6573.368962832059 30.100331069864595 -0.0016411260414641786 -0.3948129484965099 288.5269451623799
3.823049976788784 6572.667741473917 31.743595493150256 0.00016948427453280628 -0.41534820054713406 304.1977698908366
4.231335622924295 6568.0301807017595 25.26797784871553 -0.00042491734115977954 -0.01731960564598306 268.0019141690053
3.627608579177054 6564.152867097727 35.53834758962933 0.0019591626545919223 -0.18454059782949475 323.1525484744097
3.7333128392127684 6561.935337163799 25.146377108665767 -0.00029801052494550994 0.03086204372863477 235.32048903165295
3.2154122107272256 6559.348956922091 49.33176577974779 0.000803505112685325 -0.42069947600997015 397.6062950894159
4.669553806618227 6565.959014466379 24.853490979870962 -0.0011281963929570865 -0.4093022569024157 290.90602604474265
3.600842400864651 6566.15946766918 36.537058422265694 0.0010662337744261627 -0.5438796523993812 329.78251650183006
4.264359377407727 6554.7466844346645 29.97944296883329 0.00040292110204738897 -0.13977227681127016 320.45517618479346
3.6452526098177778 6571.690828539054 28.155423858843342 -0.0007199670484437568 -0.14742599465927314 257.2643646562106
4.930777213625241 6566.7284241765 25.034649686703712 0.0004473652468386986 -0.18003041377373222 309.41889664358985
3.434211086632043 6565.155489539478 29.90421515838404 -0.0004528310299385836 -0.26793330818692146 257.424174571354
3.5031993309115634 6568.985166741664 37.67466673523177 0.0011347924030359793 -0.32521727593483024 330.82948031072135
2.7566615496436393 6565.44627076375 32.1337881212689 -0.0010365195046715702 -0.2941117708433468 222.0420910743342
5.606135398759555 6573.958715298526 20.511358256625904 0.0006621410874151313 0.02573099083320321 288.2358106626409
3.7229384602073408 6561.852584753944 24.37276821078652 -0.0010571951105461262 -0.09108642532641142 227.44722886316097
4.486107763544659 6571.657501030476 24.973529134156106 -6.194499697380947e-05 -0.20165981855554807 280.8274490713622
4.361619336326186 6570.087952565385 27.24125603196987 -0.0005852982961794835 -0.31078252196626543 297.8275176431398
3.750823111296124 6568.849468557995 27.771692204946582 0.0005279724677913763 -0.06972208576812261 261.1072079331854
2.945636101442439 6568.244647466162 35.13841440572781 0.0004050830298528952 0.15076517487098504 259.4485144989039
3.8774021358628263 6570.91631624416 28.064267064448735 -0.0015484873035505847 -0.016924843351143026 272.76238795151653
4.675218351856574 6565.499750792819 25.711132985719445 -0.0004386891817110425 -0.21351209067948243 301.30965477237686
5.037894967668696 6563.300392328371 24.330518951939915 -0.001284544789512521 0.2165725557511351 307.24895557674694
1.477552807077485 6573.898752926897 31.249794849031723 0.0028492428294804657 0.19387462926571103 115.73910404613142
2.7368444664780824 6571.655845269117 36.248333269830724 -0.0005337934450773917 0.05839289128015762 248.6726907681087
4.484560337788691 6572.305673365712 26.18776923364275 -0.0011464798711926755 -0.2323009863425602 294.3800068575922
3.875599535870062 6558.205882112317 31.126659724049365 -0.0016533634445210729 -0.5913637097700432 302.3857683330118
3.4681946507097354 6572.350334062266 27.414142828583593 1.7222260162241473e-05 -0.1576556264234 238.32415911448433
3.1350051667453727 6562.398549782079 23.748838282571565 -0.0009543735053494782 -0.3591187958629542 186.62531994639588
2.0280974296798897 6561.657359555089 34.12069293955662 -0.0010300904354916427 0.06272407081657672 173.45890132271632
3.714538388717281 6573.431732374889 29.190937308690394 -0.0007742036223350636 -0.4017286615286521 271.7958525896584
3.2424844104412904 6560.100119415222 34.397602239000584 0.0003576404093401592 -0.5205222987037694 279.5734984627096
3.6205933420869645 6559.80169157366 29.36923091847725 -0.0016170682469784019 -0.40270717936379014 266.5399160466409
2.1216557474245668 6571.814221813756 29.62038995309542 0.0017406343347124494 -0.2297478698201118 157.52722554677635
3.2411456931921236 6573.888421376808 20.46883386721497 0.000997229773754819 0.4288188575520153 166.29591796244873
3.40665539902552 6562.773351087363 37.331654225472406 0.000854812080197523 -0.3824243618835739 318.78316154855645
3.3042491152481617 6556.905451188917 31.4810877025308 -0.0005410916390289075 -0.23129806105513628 260.742872586647
3.9763636238754074 6564.60973953141 32.81680822144884 -0.00017491731727411217 -0.22078863176838157 327.09384007169757
