A mu sigma m b CIII_flux
3.2859363040058875 1906.9077713855193 8.593855323229214 0.0013383636835492328 3.4609036837789855 70.78432792221967
3.253627451228432 1905.824973343429 8.93479297087131 3.5125702802741784e-05 3.568250964666044 72.86890637868157
3.4282697832149975 1909.156147862835 8.179166310660344 -0.0073853645307457114 3.7207312139537017 70.28683118397858
3.820158335477825 1906.4614504962642 8.580160545925159 0.0042390922078038035 3.6593104871364512 82.16118832095653
3.50031885471268 1906.3769365008923 7.304290193453921 0.0003423605010725787 3.592371931611459 64.08782909325313
3.8376702984614637 1908.1686480226447 8.022567063983495 -0.0015671141243721338 3.7413716439310547 77.17398945001388
4.0858810938340255 1908.7605215889344 7.237556013539182 -0.0011988820470571614 3.600590153269847 74.12549317041078
4.86155154164295 1908.7268177260235 6.872431604713421 -0.00012707631127707904 3.529946268133966 83.74815632254122
3.891663348670021 1908.3974267822443 9.847024563047379 0.00282347553976985 3.3521934802616045 96.05726559467296
3.9273424934464347 1907.3479209170703 8.434136457937482 -0.004653292081840766 3.518081312244133 83.02890952910067
4.224850638829249 1908.8994054614168 6.542679574812541 -0.004070336854616125 3.755171672563149 69.28782768646994
3.8295786978989055 1907.523010996888 10.848488158532152 -0.005475013733731771 3.377176993134632 104.13822048271936
3.7759288140241773 1905.6913751268796 8.234168092434452 0.00043430207373849113 3.669881462044386 77.93516527868647
3.8666911186006416 1907.056151611154 8.94276123887887 -0.00027635147149803786 3.433157855678782 86.67643706088067
4.10847900299768 1908.049981369505 8.009459155295005 -0.0054633157624144075 3.6463263589677797 82.48485152234291
3.9210803874262474 1906.4524799657083 9.919859901440486 0.0031911205491232234 3.141281202432315 97.49923739949291
4.2195457388443325 1907.2441900357553 9.108731097178877 -0.011155966770042883 3.602776386225185 96.3415245150385
4.167400889789787 1907.536650538349 8.0257845696234 0.00091908371124354 3.5409047129194238 83.83834805138791
5.6011822530266695 1907.650250211817 5.864619094498605 0.0038471941522156307 3.673346154614702 82.33973185247014
3.592051747425645 1906.9194055203975 9.583116390343331 -0.0016503246898634323 3.748383838911003 86.28579036816595
